,index,Port
1591,1591,LIG
1592,1592,LIH
1593,1593,LIL
1594,1594,LIM
1595,1595,LIN
1596,1596,LIR
1597,1597,LIS
1598,1598,LIT
1599,1599,LJA
1600,1600,LJG
1601,1601,LJU
1602,1602,LKB
1603,1603,LKE
1604,1604,LKG
1605,1605,LKH
1606,1606,LKL
1607,1607,LKN
1608,1608,LKO
1609,1609,LLA
1610,1610,LLB
1611,1611,LLF
1612,1612,LLI
1613,1613,LLK
1614,1614,LLU
1615,1615,LLW
1616,1616,LMA
1617,1617,LMC
1618,1618,LMM
1619,1619,LMN
1620,1620,LMP
1621,1621,LMT
1622,1622,LNB
1623,1623,LNE
1624,1624,LNJ
1625,1625,LNK
1626,1626,LNS
1627,1627,LNV
1628,1628,LNY
1629,1629,LNZ
1630,1630,LOD
1631,1631,LOE
1632,1632,LOH
1633,1633,LOK
1634,1634,LOP
1635,1635,LOS
1636,1636,LPA
1637,1637,LPB
1638,1638,LPD
1639,1639,LPI
1640,1640,LPL
1641,1641,LPM
1642,1642,LPP
1643,1643,LPQ
1644,1644,LPS
1645,1645,LPT
1646,1646,LPY
1647,1647,LQM
1648,1648,LRD
1649,1649,LRE
1650,1650,LRH
1651,1651,LRM
1652,1652,LRR
1653,1653,LRS
1654,1654,LRT
1655,1655,LSA
1656,1656,LSC
1657,1657,LSE
1658,1658,LSI
1659,1659,LSP
1660,1660,LST
1661,1661,LSY
1662,1662,LTD
1663,1663,LTI
1664,1664,LTN
1665,1665,LTO
1666,1666,LTX
1667,1667,LUD
1668,1668,LUG
1669,1669,LUH
1670,1670,LUM
1671,1671,LUN
1672,1672,LUO
1673,1673,LUQ
1674,1674,LUR
1675,1675,LUV
1676,1676,LUW
1677,1677,LUX
1678,1678,LUZ
1679,1679,LVI
1680,1680,LWB
1681,1681,LWN
1682,1682,LWO
1683,1683,LWS
1684,1684,LWY
1685,1685,LXA
1686,1686,LXG
1687,1687,LXR
1688,1688,LXS
1689,1689,LYA
1690,1690,LYB
1691,1691,LYC
1692,1692,LYG
1693,1693,LYH
1694,1694,LYI
1695,1695,LYP
1696,1696,LYR
1697,1697,LYS
1698,1698,LZC
1699,1699,LZH
1700,1700,LZO
1701,1701,LZY
1702,1702,MAA
1703,1703,MAB
1704,1704,MAD
1705,1705,MAF
1706,1706,MAG
1707,1707,MAH
1708,1708,MAJ
1709,1709,MAM
1710,1710,MAN
1711,1711,MAO
1712,1712,MAQ
1713,1713,MAR
1714,1714,MAS
1715,1715,MAU
1716,1716,MAZ
1717,1717,MBA
1718,1718,MBE
1719,1719,MBI
1720,1720,MBJ
1721,1721,MBS
1722,1722,MBT
1723,1723,MCE
1724,1724,MCG
1725,1725,MCI
1726,1726,MCK
1727,1727,MCM
1728,1728,MCN
1729,1729,MCO
1730,1730,MCP
1731,1731,MCT
1732,1732,MCV
1733,1733,MCX
1734,1734,MCY
1735,1735,MCZ
1736,1736,MDC
1737,1737,MDE
1738,1738,MDG
1739,1739,MDK
1740,1740,MDL
1741,1741,MDQ
1742,1742,MDT
1743,1743,MDU
1744,1744,MDW
1745,1745,MDZ
1746,1746,MEA
1747,1747,MEB
1748,1748,MEC
1749,1749,MED
1750,1750,MEE
1751,1751,MEG
1752,1752,MEH
1753,1753,MEI
1754,1754,MEL
1755,1755,MEM
1756,1756,MEX
1757,1757,MFE
1758,1758,MFM
1759,1759,MFR
1760,1760,MFU
1761,1761,MGA
1762,1762,MGB
1763,1763,MGF
1764,1764,MGH
1765,1765,MGM
1766,1766,MGQ
1767,1767,MGS
1768,1768,MGT
1769,1769,MGW
1770,1770,MGZ
1771,1771,MHC
1772,1772,MHD
1773,1773,MHG
1774,1774,MHH
1775,1775,MHK
1776,1776,MHQ
1777,1777,MHT
1778,1778,MIA
1779,1779,MID
1780,1780,MIG
1781,1781,MII
1782,1782,MIM
1783,1783,MIR
1784,1784,MIS
1785,1785,MJD
1786,1786,MJF
1787,1787,MJM
1788,1788,MJN
1789,1789,MJT
1790,1790,MJU
1791,1791,MJV
1792,1792,MJZ
1793,1793,MKE
1794,1794,MKG
1795,1795,MKK
1796,1796,MKL
1797,1797,MKM
1798,1798,MKP
1799,1799,MKQ
1800,1800,MKW
1801,1801,MKY
1802,1802,MLA
1803,1803,MLB
1804,1804,MLE
1805,1805,MLG
1806,1806,MLH
1807,1807,MLI
1808,1808,MLL
1809,1809,MLM
1810,1810,MLN
1811,1811,MLO
1812,1812,MLU
1813,1813,MLW
1814,1814,MLX
1815,1815,MMB
1816,1816,MME
1817,1817,MMH
1818,1818,MMJ
1819,1819,MMK
1820,1820,MMO
1821,1821,MMX
1822,1822,MMY
1823,1823,MNA
1824,1824,MNG
1825,1825,MNL
1826,1826,MNS
1827,1827,MOB
1828,1828,MOC
1829,1829,MOD
1830,1830,MOF
1831,1831,MOI
1832,1832,MOL
1833,1833,MOQ
1834,1834,MOT
1835,1835,MOU
1836,1836,MOV
1837,1837,MOZ
1838,1838,MPA
1839,1839,MPH
1840,1840,MPL
1841,1841,MPM
1842,1842,MPN
1843,1843,MPP
1844,1844,MQF
1845,1845,MQH
1846,1846,MQJ
1847,1847,MQL
1848,1848,MQM
1849,1849,MQN
1850,1850,MQP
1851,1851,MQT
1852,1852,MQX
1853,1853,MRA
1854,1854,MRD
1855,1855,MRE
1856,1856,MRS
1857,1857,MRU
1858,1858,MRV
1859,1859,MRX
1860,1860,MRY
1861,1861,MRZ
1862,1862,MSJ
1863,1863,MSL
1864,1864,MSN
1865,1865,MSO
1866,1866,MSP
1867,1867,MSQ
1868,1868,MSR
1869,1869,MSS
1870,1870,MST
1871,1871,MSU
1872,1872,MSW
1873,1873,MSY
1874,1874,MSZ
1875,1875,MTJ
1876,1876,MTM
1877,1877,MTR
1878,1878,MTS
1879,1879,MTT
1880,1880,MTV
1881,1881,MTY
1882,1882,MUA
1883,1883,MUB
1884,1884,MUC
1885,1885,MUE
1886,1886,MUK
1887,1887,MUN
1888,1888,MUR
1889,1889,MUW
1890,1890,MUX
1891,1891,MVD
1892,1892,MVP
1893,1893,MVR
1894,1894,MVT
1895,1895,MVY
1896,1896,MWA
1897,1897,MWF
1898,1898,MWX
1899,1899,MWZ
1900,1900,MXH
1901,1901,MXL
1902,1902,MXP
1903,1903,MXV
1904,1904,MXX
1905,1905,MXZ
1906,1906,MYA
1907,1907,MYD
1908,1908,MYG
1909,1909,MYJ
1910,1910,MYQ
1911,1911,MYR
1912,1912,MYT
1913,1913,MYU
1914,1914,MYW
1915,1915,MYY
1916,1916,MZG
1917,1917,MZH
1918,1918,MZL
1919,1919,MZR
1920,1920,MZT
1921,1921,MZV
1922,1922,MZW
1923,1923,NAG
1924,1924,NAH
1925,1925,NAJ
1926,1926,NAN
1927,1927,NAO
1928,1928,NAP
1929,1929,NAQ
1930,1930,NAS
1931,1931,NAT
1932,1932,NAV
1933,1933,NAW
1934,1934,NAY
1935,1935,NBC
1936,1936,NBE
1937,1937,NBO
1938,1938,NBS
1939,1939,NBX
1940,1940,NCE
1941,1941,NCL
1942,1942,NCU
1943,1943,NDB
1944,1944,NDG
1945,1945,NDJ
1946,1946,NDR
1947,1947,NDU
1948,1948,NDY
1949,1949,NER
1950,1950,NEV
1951,1951,NGB
1952,1952,NGE
1953,1953,NGK
1954,1954,NGO
1955,1955,NGQ
1956,1956,NGS
1957,1957,NHV
1958,1958,NIM
1959,1959,NIQ
1960,1960,NJC
1961,1961,NJF
1962,1962,NKC
1963,1963,NKG
1964,1964,NKM
1965,1965,NLA
1966,1966,NLD
1967,1967,NLG
1968,1968,NLK
1969,1969,NLT
1970,1970,NMA
1971,1971,NME
1972,1972,NNB
1973,1973,NNG
1974,1974,NNM
1975,1975,NNT
1976,1976,NNY
1977,1977,NOB
1978,1978,NOC
1979,1979,NOJ
1980,1980,NOP
1981,1981,NOS
1982,1982,NOU
1983,1983,NOV
1984,1984,NOZ
1985,1985,NPE
1986,1986,NPL
1987,1987,NQN
1988,1988,NQU
1989,1989,NQY
1990,1990,NRA
1991,1991,NRK
1992,1992,NRL
1993,1993,NRN
1994,1994,NRT
1995,1995,NSH
1996,1996,NSI
1997,1997,NSK
1998,1998,NSN
1999,1999,NSQ
2000,2000,NST
2001,2001,NTE
2002,2002,NTG
2003,2003,NTL
2004,2004,NTN
2005,2005,NTQ
2006,2006,NTX
2007,2007,NUE
2008,2008,NUI
2009,2009,NUL
2010,2010,NUP
2011,2011,NUS
2012,2012,NUX
2013,2013,NVA
2014,2014,NVI
2015,2015,NVK
2016,2016,NVT
2017,2017,NWI
2018,2018,NYA
2019,2019,NYM
2020,2020,NYO
2021,2021,NYT
2022,2022,NYU
2023,2023,NZH
2024,2024,OAG
2025,2025,OAJ
2026,2026,OAK
2027,2027,OAL
2028,2028,OAX
2029,2029,OBO
2030,2030,OBU
2031,2031,OBY
2032,2032,OCC
2033,2033,ODN
2034,2034,ODS
2035,2035,ODY
2036,2036,OER
2037,2037,OGD
2038,2038,OGG
2039,2039,OGL
2040,2040,OGM
2041,2041,OGS
2042,2042,OGX
2043,2043,OGZ
2044,2044,OHE
2045,2045,OHH
2046,2046,OIA
2047,2047,OIM
2048,2048,OIT
2049,2049,OKA
2050,2050,OKC
2051,2051,OKJ
2052,2052,OLA
2053,2053,OLB
2054,2054,OLC
2055,2055,OLF
2056,2056,OLH
2057,2057,OLL
2058,2058,OLP
2059,2059,OMA
2060,2060,OMD
2061,2061,OME
2062,2062,OMH
2063,2063,OMO
2064,2064,OMR
2065,2065,OMS
2066,2066,OND
2067,2067,ONG
2068,2068,ONJ
2069,2069,ONQ
2070,2070,ONT
2071,2071,OOK
2072,2072,OOL
2073,2073,OPO
2074,2074,OPS
2075,2075,ORD
2076,2076,ORF
2077,2077,ORH
2078,2078,ORI
2079,2079,ORK
2080,2080,ORN
2081,2081,ORU
2082,2082,ORV
2083,2083,ORY
2084,2084,ORZ
2085,2085,OSD
2086,2086,OSI
2087,2087,OSL
2088,2088,OSM
2089,2089,OSR
2090,2090,OSS
2091,2091,OSW
2092,2092,OSY
2093,2093,OTD
2094,2094,OTH
2095,2095,OTP
2096,2096,OTZ
2097,2097,OUA
2098,2098,OUD
2099,2099,OUL
2100,2100,OUZ
2101,2101,OVB
2102,2102,OVD
2103,2103,OVS
2104,2104,OWB
2105,2105,OXB
2106,2106,OZC
2107,2107,OZH
2108,2108,OZZ
2109,2109,PAC
2110,2110,PAD
2111,2111,PAG
2112,2112,PAH
2113,2113,PAP
2114,2114,PAS
2115,2115,PAT
2116,2116,PAV
2117,2117,PAZ
2118,2118,PBC
2119,2119,PBD
2120,2120,PBG
2121,2121,PBH
2122,2122,PBI
2123,2123,PBJ
2124,2124,PBL
2125,2125,PBM
2126,2126,PBO
2127,2127,PBU
2128,2128,PBZ
2129,2129,PCL
2130,2130,PCR
2131,2131,PDA
2132,2132,PDG
2133,2133,PDL
2134,2134,PDP
2135,2135,PDS
2136,2136,PDT
2137,2137,PDV
2138,2138,PDX
2139,2139,PEC
2140,2140,PED
2141,2141,PEE
2142,2142,PEG
2143,2143,PEI
2144,2144,PEK
2145,2145,PEM
2146,2146,PEN
2147,2147,PER
2148,2148,PET
2149,2149,PEU
2150,2150,PEW
2151,2151,PFB
2152,2152,PFO
2153,2153,PFQ
2154,2154,PGA
2155,2155,PGD
2156,2156,PGF
2157,2157,PGK
2158,2158,PGU
2159,2159,PGV
2160,2160,PGX
2161,2161,PHB
2162,2162,PHC
2163,2163,PHE
2164,2164,PHF
2165,2165,PHL
2166,2166,PHO
2167,2167,PHS
2168,2168,PHW
2169,2169,PHX
2170,2170,PIA
2171,2171,PIB
2172,2172,PIE
2173,2173,PIH
2174,2174,PIK
2175,2175,PIN
2176,2176,PIP
2177,2177,PIR
2178,2178,PIS
2179,2179,PIT
2180,2180,PIU
2181,2181,PIX
2182,2182,PIZ
2183,2183,PJA
2184,2184,PJG
2185,2185,PJM
2186,2186,PKB
2187,2187,PKC
2188,2188,PKE
2189,2189,PKR
2190,2190,PKU
2191,2191,PKY
2192,2192,PKZ
2193,2193,PLJ
2194,2194,PLM
2195,2195,PLN
2196,2196,PLO
2197,2197,PLQ
2198,2198,PLS
2199,2199,PLU
2200,2200,PLW
2201,2201,PLX
2202,2202,PLZ
2203,2203,PMC
2204,2204,PMF
2205,2205,PMI
2206,2206,PMO
2207,2207,PMR
2208,2208,PMV
2209,2209,PMW
2210,2210,PMY
2211,2211,PMZ
2212,2212,PNA
2213,2213,PND
2214,2214,PNH
2215,2215,PNI
2216,2216,PNK
2217,2217,PNL
2218,2218,PNP
2219,2219,PNQ
2220,2220,PNR
2221,2221,PNS
2222,2222,PNZ
2223,2223,POA
2224,2224,POI
2225,2225,POJ
2226,2226,POL
2227,2227,POM
2228,2228,POP
2229,2229,POR
2230,2230,POS
2231,2231,POZ
2232,2232,PPB
2233,2233,PPG
2234,2234,PPK
2235,2235,PPN
2236,2236,PPP
2237,2237,PPQ
2238,2238,PPS
2239,2239,PPT
2240,2240,PPW
2241,2241,PQC
2242,2242,PQI
2243,2243,PQM
2244,2244,PQQ
2245,2245,PQS
2246,2246,PRA
2247,2247,PRC
2248,2248,PRG
2249,2249,PRH
2250,2250,PRI
2251,2251,PRN
2252,2252,PSA
2253,2253,PSC
2254,2254,PSE
2255,2255,PSG
2256,2256,PSJ
2257,2257,PSM
2258,2258,PSO
2259,2259,PSP
2260,2260,PSR
2261,2261,PSS
2262,2262,PTG
2263,2263,PTH
2264,2264,PTJ
2265,2265,PTP
2266,2266,PTY
2267,2267,PUB
2268,2268,PUE
2269,2269,PUF
2270,2270,PUG
2271,2271,PUJ
2272,2272,PUM
2273,2273,PUQ
2274,2274,PUS
2275,2275,PUU
2276,2276,PUW
2277,2277,PUY
2278,2278,PVA
2279,2279,PVC
2280,2280,PVD
2281,2281,PVE
2282,2282,PVG
2283,2283,PVH
2284,2284,PVK
2285,2285,PVR
2286,2286,PVU
2287,2287,PWE
2288,2288,PWM
2289,2289,PWQ
2290,2290,PXM
2291,2291,PXO
2292,2292,PXU
2293,2293,PYC
2294,2294,PYH
2295,2295,PYJ
2296,2296,PYY
2297,2297,PZB
2298,2298,PZH
2299,2299,PZI
2300,2300,PZO
2301,2301,PZU
2302,2302,QBC
2303,2303,QFG
2304,2304,QFN
2305,2305,QFX
2306,2306,QJH
2307,2307,QOQ
2308,2308,QOW
2309,2309,QRO
2310,2310,QRW
2311,2311,QSF
2312,2312,QUB
2313,2313,QUO
2314,2314,QUV
2315,2315,QUW
2316,2316,RAB
2317,2317,RAE
2318,2318,RAH
2319,2319,RAI
2320,2320,RAJ
2321,2321,RAK
2322,2322,RAO
2323,2323,RAP
2324,2324,RAR
2325,2325,RAS
2326,2326,RBA
2327,2327,RBQ
2328,2328,RBR
2329,2329,RBV
2330,2330,RBY
2331,2331,RCB
2332,2332,RCE
2333,2333,RCH
2334,2334,RCM
2335,2335,RCY
2336,2336,RDC
2337,2337,RDD
2338,2338,RDM
2339,2339,RDN
2340,2340,RDU
2341,2341,RDV
2342,2342,RDZ
2343,2343,REC
2344,2344,REG
2345,2345,REL
2346,2346,REN
2347,2347,REP
2348,2348,RES
2349,2349,RET
2350,2350,REU
2351,2351,REX
2352,2352,RFD
2353,2353,RFP
2354,2354,RGA
2355,2355,RGI
2356,2356,RGK
2357,2357,RGL
2358,2358,RGN
2359,2359,RGS
2360,2360,RHD
2361,2361,RHI
2362,2362,RHO
2363,2363,RIA
2364,2364,RIB
2365,2365,RIC
2366,2366,RIG
2367,2367,RIW
2368,2368,RIX
2369,2369,RIY
2370,2370,RJA
2371,2371,RJH
2372,2372,RJK
2373,2373,RJL
2374,2374,RKA
2375,2375,RKD
2376,2376,RKS
2377,2377,RKV
2378,2378,RLG
2379,2379,RLK
2380,2380,RMA
2381,2381,RMF
2382,2382,RMI
2383,2383,RMQ
2384,2384,RMT
2385,2385,RNA
2386,2386,RNB
2387,2387,RNL
2388,2388,RNN
2389,2389,RNO
2390,2390,RNS
2391,2391,ROA
2392,2392,ROB
2393,2393,ROC
2394,2394,ROI
2395,2395,ROK
2396,2396,ROO
2397,2397,ROP
2398,2398,ROR
2399,2399,ROS
2400,2400,ROT
2401,2401,ROV
2402,2402,ROW
2403,2403,RPR
2404,2404,RRG
2405,2405,RRS
2406,2406,RSA
2407,2407,RSD
2408,2408,RSH
2409,2409,RST
2410,2410,RSU
2411,2411,RSW
2412,2412,RTA
2413,2413,RTB
2414,2414,RTM
2415,2415,RTW
2416,2416,RUA
2417,2417,RUH
2418,2418,RUN
2419,2419,RUR
2420,2420,RUS
2421,2421,RUT
2422,2422,RVD
2423,2423,RVE
2424,2424,RVK
2425,2425,RVN
2426,2426,RVT
2427,2427,RVV
2428,2428,RXS
2429,2429,RYG
2430,2430,RYK
2431,2431,RZE
2432,2432,RZR
2433,2433,SAB
2434,2434,SAE
2435,2435,SAF
2436,2436,SAH
2437,2437,SAL
2438,2438,SAN
2439,2439,SAP
2440,2440,SAT
2441,2441,SAV
2442,2442,SAW
2443,2443,SAX
2444,2444,SBA
2445,2445,SBH
2446,2446,SBN
2447,2447,SBP
2448,2448,SBW
2449,2449,SBY
2450,2450,SBZ
2451,2451,SCC
2452,2452,SCE
2453,2453,SCK
2454,2454,SCL
2455,2455,SCM
2456,2456,SCN
2457,2457,SCO
2458,2458,SCQ
2459,2459,SCT
2460,2460,SCU
2461,2461,SCW
2462,2462,SCY
2463,2463,SCZ
2464,2464,SDD
2465,2465,SDE
2466,2466,SDF
2467,2467,SDG
2468,2468,SDJ
2469,2469,SDK
2470,2470,SDL
2471,2471,SDN
2472,2472,SDP
2473,2473,SDQ
2474,2474,SDR
2475,2475,SDU
2476,2476,SDV
2477,2477,SDY
2478,2478,SEA
2479,2479,SEN
2480,2480,SEZ
2481,2481,SFA
2482,2482,SFB
2483,2483,SFG
2484,2484,SFJ
2485,2485,SFL
2486,2486,SFN
2487,2487,SFO
2488,2488,SFT
2489,2489,SGC
2490,2490,SGD
2491,2491,SGF
2492,2492,SGG
2493,2493,SGN
2494,2494,SGO
2495,2495,SGU
2496,2496,SGY
2497,2497,SHA
2498,2498,SHB
2499,2499,SHC
2500,2500,SHD
2501,2501,SHE
2502,2502,SHG
2503,2503,SHH
2504,2504,SHJ
2505,2505,SHL
2506,2506,SHM
2507,2507,SHP
2508,2508,SHR
2509,2509,SHV
2510,2510,SHW
2511,2511,SHX
2512,2512,SIC
2513,2513,SID
2514,2514,SIN
2515,2515,SIP
2516,2516,SIT
2517,2517,SJC
2518,2518,SJD
2519,2519,SJE
2520,2520,SJI
2521,2521,SJJ
2522,2522,SJK
2523,2523,SJL
2524,2524,SJO
2525,2525,SJP
2526,2526,SJT
2527,2527,SJU
2528,2528,SJW
2529,2529,SJZ
2530,2530,SKB
2531,2531,SKD
2532,2532,SKE
2533,2533,SKG
2534,2534,SKK
2535,2535,SKN
2536,2536,SKO
2537,2537,SKP
2538,2538,SKT
2539,2539,SKU
2540,2540,SKZ
2541,2541,SLA
2542,2542,SLC
2543,2543,SLH
2544,2544,SLI
2545,2545,SLK
2546,2546,SLL
2547,2547,SLM
2548,2548,SLN
2549,2549,SLP
2550,2550,SLQ
2551,2551,SLU
2552,2552,SLW
2553,2553,SLX
2554,2554,SLY
2555,2555,SLZ
2556,2556,SMA
2557,2557,SMF
2558,2558,SMI
2559,2559,SMK
2560,2560,SML
2561,2561,SMR
2562,2562,SMS
2563,2563,SMX
2564,2564,SNA
2565,2565,SNE
2566,2566,SNN
2567,2567,SNO
2568,2568,SNP
2569,2569,SNU
2570,2570,SNV
2571,2571,SNW
2572,2572,SOC
2573,2573,SOF
2574,2574,SOG
2575,2575,SOJ
2576,2576,SOM
2577,2577,SON
2578,2578,SOQ
2579,2579,SOU
2580,2580,SOW
2581,2581,SOY
2582,2582,SPB
2583,2583,SPC
2584,2584,SPD
2585,2585,SPI
2586,2586,SPN
2587,2587,SPP
2588,2588,SPR
2589,2589,SPS
2590,2590,SPU
2591,2591,SQS
2592,2592,SRE
2593,2593,SRG
2594,2594,SRK
2595,2595,SRP
2596,2596,SRQ
2597,2597,SRV
2598,2598,SRX
2599,2599,SRY
2600,2600,SRZ
2601,2601,SSA
2602,2602,SSB
2603,2603,SSG
2604,2604,SSH
2605,2605,SSJ
2606,2606,SSR
2607,2607,SSY
2608,2608,STC
2609,2609,STD
2610,2610,STG
2611,2611,STI
2612,2612,STL
2613,2613,STM
2614,2614,STN
2615,2615,STR
2616,2616,STS
2617,2617,STT
2618,2618,STV
2619,2619,STW
2620,2620,STX
2621,2621,STZ
2622,2622,SUB
2623,2623,SUF
2624,2624,SUG
2625,2625,SUJ
2626,2626,SUK
2627,2627,SUV
2628,2628,SUX
2629,2629,SVA
2630,2630,SVB
2631,2631,SVC
2632,2632,SVD
2633,2633,SVG
2634,2634,SVI
2635,2635,SVJ
2636,2636,SVK
2637,2637,SVL
2638,2638,SVO
2639,2639,SVP
2640,2640,SVQ
2641,2641,SVR
2642,2642,SVU
2643,2643,SVX
2644,2644,SVZ
2645,2645,SWA
2646,2646,SWF
2647,2647,SWJ
2648,2648,SXB
2649,2649,SXF
2650,2650,SXI
2651,2651,SXM
2652,2652,SXO
2653,2653,SXP
2654,2654,SXR
2655,2655,SXX
2656,2656,SYB
2657,2657,SYD
2658,2658,SYM
2659,2659,SYO
2660,2660,SYQ
2661,2661,SYR
2662,2662,SYX
2663,2663,SYY
2664,2664,SYZ
2665,2665,SZA
2666,2666,SZB
2667,2667,SZE
2668,2668,SZG
2669,2669,SZI
2670,2670,SZX
2671,2671,SZZ
2672,2672,TAB
2673,2673,TAC
2674,2674,TAE
2675,2675,TAG
2676,2676,TAH
2677,2677,TAI
2678,2678,TAK
2679,2679,TAL
2680,2680,TAM
2681,2681,TAO
2682,2682,TAP
2683,2683,TAS
2684,2684,TAY
2685,2685,TBB
2686,2686,TBG
2687,2687,TBI
2688,2688,TBN
2689,2689,TBP
2690,2690,TBS
2691,2691,TBT
2692,2692,TBU
2693,2693,TBW
2694,2694,TBZ
2695,2695,TCB
2696,2696,TCD
2697,2697,TCG
2698,2698,TCO
2699,2699,TCQ
2700,2700,TCR
2701,2701,TCZ
2702,2702,TDD
2703,2703,TDX
2704,2704,TEB
2705,2705,TEE
2706,2706,TEN
2707,2707,TEQ
2708,2708,TER
2709,2709,TET
2710,2710,TFF
2711,2711,TFI
2712,2712,TFN
2713,2713,TFS
2714,2714,TGC
2715,2715,TGD
2716,2716,TGG
2717,2717,TGH
2718,2718,TGI
2719,2719,TGJ
2720,2720,TGK
2721,2721,TGM
2722,2722,TGO
2723,2723,TGP
2724,2724,TGR
2725,2725,TGU
2726,2726,TGZ
2727,2727,THD
2728,2728,THE
2729,2729,THL
2730,2730,THN
2731,2731,THR
2732,2732,THS
2733,2733,THU
2734,2734,THX
2735,2735,TIA
2736,2736,TID
2737,2737,TIF
2738,2738,TIH
2739,2739,TIJ
2740,2740,TIM
2741,2741,TIP
2742,2742,TIR
2743,2743,TIU
2744,2744,TIV
2745,2745,TIZ
2746,2746,TJA
2747,2747,TJM
2748,2748,TJQ
2749,2749,TJU
2750,2750,TKD
2751,2751,TKE
2752,2752,TKG
2753,2753,TKJ
2754,2754,TKK
2755,2755,TKP
2756,2756,TKS
2757,2757,TKU
2758,2758,TKX
2759,2759,TLA
2760,2760,TLC
2761,2761,TLE
2762,2762,TLH
2763,2763,TLL
2764,2764,TLM
2765,2765,TLN
2766,2766,TLS
2767,2767,TLT
2768,2768,TLV
2769,2769,TMC
2770,2770,TME
2771,2771,TMI
2772,2772,TMJ
2773,2773,TML
2774,2774,TMM
2775,2775,TMP
2776,2776,TMR
2777,2777,TMS
2778,2778,TMT
2779,2779,TMU
2780,2780,TMW
2781,2781,TNA
2782,2782,TNC
2783,2783,TNG
2784,2784,TNJ
2785,2785,TNK
2786,2786,TNN
2787,2787,TNO
2788,2788,TNR
2789,2789,TNW
2790,2790,TOB
2791,2791,TOE
2792,2792,TOF
2793,2793,TOG
2794,2794,TOH
2795,2795,TOL
2796,2796,TOS
2797,2797,TOU
2798,2798,TOY
2799,2799,TPA
2800,2800,TPE
2801,2801,TPP
2802,2802,TPQ
2803,2803,TPS
2804,2804,TQA
2805,2805,TQI
2806,2806,TQL
2807,2807,TRC
2808,2808,TRD
2809,2809,TRE
2810,2810,TRF
2811,2811,TRG
2812,2812,TRI
2813,2813,TRK
2814,2814,TRN
2815,2815,TRO
2816,2816,TRR
2817,2817,TRS
2818,2818,TRU
2819,2819,TRV
2820,2820,TRW
2821,2821,TRZ
2822,2822,TSA
2823,2823,TSE
2824,2824,TSF
2825,2825,TSH
2826,2826,TSJ
2827,2827,TSN
2828,2828,TSR
2829,2829,TST
2830,2830,TSV
2831,2831,TTA
2832,2832,TTE
2833,2833,TTJ
2834,2834,TTN
2835,2835,TTQ
2836,2836,TTT
2837,2837,TTU
2838,2838,TUA
2839,2839,TUB
2840,2840,TUC
2841,2841,TUF
2842,2842,TUG
2843,2843,TUI
2844,2844,TUK
2845,2845,TUL
2846,2846,TUN
2847,2847,TUO
2848,2848,TUP
2849,2849,TUR
2850,2850,TUS
2851,2851,TUU
2852,2852,TVC
2853,2853,TVF
2854,2854,TVS
2855,2855,TVU
2856,2856,TVY
2857,2857,TWB
2858,2858,TWF
2859,2859,TWU
2860,2860,TXK
2861,2861,TXL
2862,2862,TXN
2863,2863,TYF
2864,2864,TYN
2865,2865,TYR
2866,2866,TYS
2867,2867,TZA
2868,2868,TZL
2869,2869,TZX
2870,2870,UAH
2871,2871,UAK
2872,2872,UAP
2873,2873,UAQ
2874,2874,UBA
2875,2875,UBJ
2876,2876,UBP
2877,2877,UCT
2878,2878,UDI
2879,2879,UDJ
2880,2880,UDR
2881,2881,UEL
2882,2882,UEO
2883,2883,UET
2884,2884,UFA
2885,2885,UGB
2886,2886,UGC
2887,2887,UIB
2888,2888,UIH
2889,2889,UII
2890,2890,UIN
2891,2891,UIO
2892,2892,UIP
2893,2893,UKA
2894,2894,UKB
2895,2895,UKK
2896,2896,UKS
2897,2897,ULB
2898,2898,ULG
2899,2899,ULH
2900,2900,ULK
2901,2901,ULN
2902,2902,ULO
2903,2903,ULP
2904,2904,ULZ
2905,2905,UMD
2906,2906,UME
2907,2907,UNG
2908,2908,UNK
2909,2909,UNN
2910,2910,UPG
2911,2911,UPK
2912,2912,UPN
2913,2913,URA
2914,2914,URC
2915,2915,URE
2916,2916,URJ
2917,2917,URS
2918,2918,URT
2919,2919,URY
2920,2920,USH
2921,2921,USK
2922,2922,USM
2923,2923,USN
2924,2924,UST
2925,2925,USU
2926,2926,UTH
2927,2927,UTN
2928,2928,UTP
2929,2929,UTS
2930,2930,UTT
2931,2931,UUA
2932,2932,UUD
2933,2933,UUS
2934,2934,UVE
2935,2935,UVF
2936,2936,UYL
2937,2937,UYN
2938,2938,UYU
2939,2939,VAA
2940,2940,VAI
2941,2941,VAK
2942,2942,VAN
2943,2943,VAO
2944,2944,VAR
2945,2945,VAS
2946,2946,VAW
2947,2947,VBV
2948,2948,VBY
2949,2949,VCA
2950,2950,VCE
2951,2951,VCL
2952,2952,VCP
2953,2953,VCS
2954,2954,VCT
2955,2955,VDA
2956,2956,VDB
2957,2957,VDC
2958,2958,VDE
2959,2959,VDH
2960,2960,VDM
2961,2961,VDS
2962,2962,VDZ
2963,2963,VEE
2964,2964,VEL
2965,2965,VER
2966,2966,VFA
2967,2967,VGA
2968,2968,VGO
2969,2969,VGZ
2970,2970,VHC
2971,2971,VHM
2972,2972,VIE
2973,2973,VIG
2974,2974,VII
2975,2975,VIJ
2976,2976,VIL
2977,2977,VIN
2978,2978,VIS
2979,2979,VIX
2980,2980,VKG
2981,2981,VKO
2982,2982,VKT
2983,2983,VLC
2984,2984,VLD
2985,2985,VLI
